,Unnamed: 0,sigla,idpozo,area,cod_area,empresa,yacimiento,cod_yacimiento,formacion,cuenca,provincia,cota,profundidad,clasificacion,subclasificacion,tipo_recurso,sub_tipo_recurso,gasplus,tipopozo,tipoextraccion,tipoestado,adjiv_fecha_inicio_perf,adjiv_fecha_fin_perf,adjiv_fecha_inicio_term,adjiv_fecha_fin_term,geojson,geom,type,coordinates,coordinates_str,info_coordenadas,departamento_id,departamento_nombre,lat,lon,municipio_id,municipio_nombre,provincia_id,provincia_nombre
62073,62073,AEA.NQ.Gu-1176d,131719,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,precuyo,NEUQUINA,Neuquén,619.04,2592.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,si,Gasífero,Surgencia Natural,Extracción Efectiva,2008-11-15,2008-12-18,2008-12-18,2009-01-11,"{'type': 'Point', 'coordinates': [-69.24999839, -38.86503323]}",0101000020E610000092463FF9FF4F51C0D166AC68B96E43C0,Point,"[-69.24999839, -38.86503323]","-69.24999839, -38.86503323","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86503323, 'lon': -69.24999839, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86503323,-69.24999839,,,58.0,Neuquén
62718,62718,PAE.Ch.VH-1163,132444,ANTICLINAL GRANDE - CERRO DRAGON,ANG,PAN AMERICAN ENERGY SL,VALLE HERMOSO,VAHE,mina el carmen,GOLFO SAN JORGE,Chubut,382.44,2209.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2009-03-25,2009-04-07,2009-04-09,2009-04-23,"{'type': 'Point', 'coordinates': [-68.58832, -45.73832]}",0101000020E61000004BE5ED08A72551C0CAFD0E4581DE46C0,Point,"[-68.58832, -45.73832]","-68.58832, -45.73832","{'departamento_id': '26091', 'departamento_nombre': 'Sarmiento', 'lat': -45.73832, 'lon': -68.58832, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26091.0,Sarmiento,-45.73832,-68.58832,,,26.0,Chubut
62873,62873,AEA.NQ.Gu-1189d,132604,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,precuyo,NEUQUINA,Neuquén,621.33,2647.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,si,Gasífero,Surgencia Natural,Extracción Efectiva,2009-03-12,2009-04-10,2009-04-10,2009-04-29,"{'type': 'Point', 'coordinates': [-69.24158493, -38.87141855]}",0101000020E61000009D63A320764F51C05AB09EA48A6F43C0,Point,"[-69.24158493, -38.87141855]","-69.24158493, -38.87141855","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.87141855, 'lon': -69.24158493, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.87141855,-69.24158493,,,58.0,Neuquén
63696,63696,AEA.NQ.Gu-1190,133429,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,precuyo,NEUQUINA,Neuquén,603.58,2758.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,si,Gasífero,Plunger Lift,Extracción Efectiva,2009-10-14,2009-11-18,2009-11-18,2009-12-29,"{'type': 'Point', 'coordinates': [-69.22471911, -38.86778528]}",0101000020E61000001E0F43CC614E51C06DC68A96136F43C0,Point,"[-69.22471911, -38.86778528]","-69.22471911, -38.86778528","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86778528, 'lon': -69.22471911, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86778528,-69.22471911,,,58.0,Neuquén
64110,64110,APA.NQ.BG-1064,133847,AL NORTE DE LA DORSAL,NDD,YPF S.A.,BARDA GONZALEZ,BGO,centenario,NEUQUINA,Neuquén,582.0,1170.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2010-02-17,2010-02-26,2010-02-26,2010-03-28,"{'type': 'Point', 'coordinates': [-69.13217038, -38.84179796]}",0101000020E610000065E6C07A754851C00F051A09C06B43C0,Point,"[-69.13217038, -38.84179796]","-69.13217038, -38.84179796","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.84179796, 'lon': -69.13217038, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.84179796,-69.13217038,,,58.0,Neuquén
64433,64433,APA.NQ.Gu-1160,134173,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,precuyo,NEUQUINA,Neuquén,609.87,2955.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,si,Gasífero,Surgencia Natural,Extracción Efectiva,2010-02-28,2010-04-06,2010-04-06,2010-05-27,"{'type': 'Point', 'coordinates': [-69.22776903, -38.86394352]}",0101000020E610000011B98DC4934E51C0DDFE85B3956E43C0,Point,"[-69.22776903, -38.86394352]","-69.22776903, -38.86394352","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86394352, 'lon': -69.22776903, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86394352,-69.22776903,,,58.0,Neuquén
68346,68346,CGC.LP.Te.x-1,143942,GOBERNADOR AYALA V,GAV,PETROQUIMICA COMODORO RIVADAVIA S.A.,GOBERNADOR AYALA V,GAV,sierras blancas,NEUQUINA,La Pampa,396.3,1276.0,EXPLORACION,EXPLORACION,CONVENCIONAL,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,2009-06-20,2009-06-27,2009-07-20,2009-08-01,"{'type': 'Point', 'coordinates': [-67.63132, -37.78355]}",0101000020E6100000E353008C67E850C0F163CC5D4BE442C0,Point,"[-67.63132, -37.78355]","-67.63132, -37.78355","{'departamento_id': '42112', 'departamento_nombre': 'Puelén', 'lat': -37.78355, 'lon': -67.63132, 'municipio_id': '420385', 'municipio_nombre': 'Colonia 25 de Mayo', 'provincia_id': '42', 'provincia_nombre': 'La Pampa'}",42112.0,Puelén,-37.78355,-67.63132,420385.0,Colonia 25 de Mayo,42.0,La Pampa
68983,68983,PCR.LP.Te.x-1001,144591,GOBERNADOR AYALA V,GAV,PETROQUIMICA COMODORO RIVADAVIA S.A.,GOBERNADOR AYALA V,GAV,sierras blancas,NEUQUINA,La Pampa,409.0,1225.0,EXPLORACION,EXTENSION,CONVENCIONAL,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,2012-12-16,2012-12-22,2013-01-30,2013-02-10,"{'type': 'Point', 'coordinates': [-67.63132, -37.78355]}",0101000020E6100000E353008C67E850C0F163CC5D4BE442C0,Point,"[-67.63132, -37.78355]","-67.63132, -37.78355","{'departamento_id': '42112', 'departamento_nombre': 'Puelén', 'lat': -37.78355, 'lon': -67.63132, 'municipio_id': '420385', 'municipio_nombre': 'Colonia 25 de Mayo', 'provincia_id': '42', 'provincia_nombre': 'La Pampa'}",42112.0,Puelén,-37.78355,-67.63132,420385.0,Colonia 25 de Mayo,42.0,La Pampa
70397,70397,YPF.SC.CP-73,146168,CERRO PIEDRA - CERRO GUADAL NORTE,CPG,YPF S.A.,CERRO PIEDRAS,Z104,bajo barreal,GOLFO SAN JORGE,Santa Cruz,617.64,1204.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Parado Transitoriamente,2013-12-17,2014-01-09,2014-01-11,2014-01-21,"{'type': 'Point', 'coordinates': [-69.91146214, -46.22311199]}",0101000020E6100000E6B54C65557A51C09F3206EF8E1C47C0,Point,"[-69.91146214, -46.22311199]","-69.91146214, -46.22311199","{'departamento_id': '78035', 'departamento_nombre': 'Lago Buenos Aires', 'lat': -46.22311199, 'lon': -69.91146214, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '78', 'provincia_nombre': 'Santa Cruz'}",78035.0,Lago Buenos Aires,-46.22311199,-69.91146214,,,78.0,Santa Cruz
71018,71018,YPF.SC.CP-75,146799,CERRO PIEDRA - CERRO GUADAL NORTE,CPG,YPF S.A.,CERRO PIEDRAS,Z104,bajo barreal,GOLFO SAN JORGE,Santa Cruz,617.64,1200.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2014-01-09,2014-01-23,2014-01-25,2014-02-07,"{'type': 'Point', 'coordinates': [-69.91146214, -46.22311199]}",0101000020E6100000E6B54C65557A51C09F3206EF8E1C47C0,Point,"[-69.91146214, -46.22311199]","-69.91146214, -46.22311199","{'departamento_id': '78035', 'departamento_nombre': 'Lago Buenos Aires', 'lat': -46.22311199, 'lon': -69.91146214, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '78', 'provincia_nombre': 'Santa Cruz'}",78035.0,Lago Buenos Aires,-46.22311199,-69.91146214,,,78.0,Santa Cruz
71669,71669,APA.Nq.RCo-1053(d),147505,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,RANQUIL CO,RQC,precuyo,NEUQUINA,Neuquén,572.68,2852.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,si,Gasífero,Plunger Lift,Extracción Efectiva,2014-03-12,2014-04-23,2014-06-02,2014-06-10,"{'type': 'Point', 'coordinates': [-69.18106, -39.07908]}",0101000020E610000048A7AE7C964B51C043E21E4B1F8A43C0,Point,"[-69.18106, -39.07908]","-69.18106, -39.07908","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.07908, 'lon': -69.18106, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.07908,-69.18106,,,58.0,Neuquén
71822,71822,PBE.Nq.PH-1555,152140,PUESTO HERNANDEZ,PHE,YPF S.A.,PUESTO HERNANDEZ,HER,agrio,NEUQUINA,Neuquén,641.3,1500.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2004-01-01,2004-01-31,2004-02-01,2004-02-28,"{'type': 'Point', 'coordinates': [-69.0596, -37.2886]}",0101000020E6100000DDB5847CD04351C014D044D8F0A442C0,Point,"[-69.0596, -37.2886]","-69.0596, -37.2886","{'departamento_id': '58091', 'departamento_nombre': 'Pehuenches', 'lat': -37.2886, 'lon': -69.0596, 'municipio_id': '580210', 'municipio_nombre': 'Rincón de los Sauces', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58091.0,Pehuenches,-37.2886,-69.0596,580210.0,Rincón de los Sauces,58.0,Neuquén
72470,72470,APA.Nq.Rco-1054,152786,AL SUR DE LA DORSAL,SDD,OILSTONE ENERGIA S.A.,RANQUIL CO,RQC,precuyo,NEUQUINA,Neuquén,572.58,2940.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,si,Gasífero,Plunger Lift,Extracción Efectiva,2014-04-02,2014-06-05,2014-06-05,2014-07-17,"{'type': 'Point', 'coordinates': [-69.18106, -39.07908]}",0101000020E610000048A7AE7C964B51C043E21E4B1F8A43C0,Point,"[-69.18106, -39.07908]","-69.18106, -39.07908","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -39.07908, 'lon': -69.18106, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-39.07908,-69.18106,,,58.0,Neuquén
73183,73183,CAP.Ch.E-182,153528,DIADEMA,DIA,COMPAÑÍAS ASOCIADAS PETROLERAS S.A.,DIADEMA,DIA,comodoro rivadavia,GOLFO SAN JORGE,Chubut,359.36,1340.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2014-12-23,2015-01-01,2015-01-05,2015-01-14,"{'type': 'Point', 'coordinates': [-67.76167292, -45.75412334]}",0101000020E61000008669C63FBFF050C0A339151D87E046C0,Point,"[-67.76167292, -45.75412334]","-67.76167292, -45.75412334","{'departamento_id': '26021', 'departamento_nombre': 'Escalante', 'lat': -45.75412334, 'lon': -67.76167292, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26021.0,Escalante,-45.75412334,-67.76167292,,,26.0,Chubut
74188,74188,PCR.Md.S-201,154806,EL SOSNEADO,ESO,PETROQUIMICA COMODORO RIVADAVIA S.A.,EL SOSNEADO,ESO,grupo neuquén,NEUQUINA,Mendoza,1653.54,1941.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2015-05-24,2015-06-09,2015-06-24,2015-07-12,"{'type': 'Point', 'coordinates': [-69.5374, -34.96131]}",0101000020E6100000B537F8C2646251C0ACA8C1340C7B41C0,Point,"[-69.5374, -34.96131]","-69.5374, -34.96131","{'departamento_id': '50105', 'departamento_nombre': 'San Rafael', 'lat': -34.96131, 'lon': -69.5374, 'municipio_id': '500105', 'municipio_nombre': 'San Rafael', 'provincia_id': '50', 'provincia_nombre': 'Mendoza'}",50105.0,San Rafael,-34.96131,-69.5374,500105.0,San Rafael,50.0,Mendoza
75312,75312,YEA.RN.EFO-254(d),156378,ESTACION FERNANDEZ ORO,FEO,YPF S.A.,ESTACION FERNANDEZ ORO,Z155,lajas,NEUQUINA,Rio Negro,246.61,3724.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,si,Gasífero,Surgencia Natural,Extracción Efectiva,2015-10-19,2015-12-23,2016-02-10,2016-03-07,"{'type': 'Point', 'coordinates': [-67.8103874, -39.02450969]}",0101000020E6100000CA051D63DDF350C0187E2E22238343C0,Point,"[-67.8103874, -39.02450969]","-67.8103874, -39.02450969","{'departamento_id': '62042', 'departamento_nombre': 'General Roca', 'lat': -39.02450969, 'lon': -67.8103874, 'municipio_id': '620091', 'municipio_nombre': 'Allen', 'provincia_id': '62', 'provincia_nombre': 'Río Negro'}",62042.0,General Roca,-39.02450969,-67.8103874,620091.0,Allen,62.0,Río Negro
75437,75437,YEA.RN.EFO-253(d),156503,ESTACION FERNANDEZ ORO,FEO,YPF S.A.,ESTACION FERNANDEZ ORO,Z155,lajas,NEUQUINA,Rio Negro,246.61,3757.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,no,Gasífero,Surgencia Natural,Extracción Efectiva,2015-11-03,2015-11-08,2016-02-10,2016-03-11,"{'type': 'Point', 'coordinates': [-67.8103874, -39.02450969]}",0101000020E6100000CA051D63DDF350C0187E2E22238343C0,Point,"[-67.8103874, -39.02450969]","-67.8103874, -39.02450969","{'departamento_id': '62042', 'departamento_nombre': 'General Roca', 'lat': -39.02450969, 'lon': -67.8103874, 'municipio_id': '620091', 'municipio_nombre': 'Allen', 'provincia_id': '62', 'provincia_nombre': 'Río Negro'}",62042.0,General Roca,-39.02450969,-67.8103874,620091.0,Allen,62.0,Río Negro
75747,75747,PLU.Nq.Ce-1532(d),156814,CENTENARIO CENTRO,CENC,PLUSPETROL S.A.,CENTENARIO CENTRO,CEN,los molles,NEUQUINA,Neuquén,355.73,3150.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,no,Gasífero,Surgencia Natural,Extracción Efectiva,2016-04-18,2016-05-11,2016-05-24,2016-06-04,"{'type': 'Point', 'coordinates': [-68.284879, -38.905952]}",0101000020E61000004D1421753B1251C076DF313CF67343C0,Point,"[-68.284879, -38.905952]","-68.284879, -38.905952","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.905952, 'lon': -68.284879, 'municipio_id': '580070', 'municipio_nombre': 'Plottier', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.905952,-68.284879,580070.0,Plottier,58.0,Neuquén
75851,75851,PLU.Nq.Ce-1533(d),156919,CENTENARIO CENTRO,CENC,PLUSPETROL S.A.,CENTENARIO CENTRO,CEN,los molles,NEUQUINA,Neuquén,289.62,3156.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,no,Gasífero,Surgencia Natural,Extracción Efectiva,2016-05-19,2016-06-07,2016-06-25,2016-07-13,"{'type': 'Point', 'coordinates': [-68.284879, -38.905952]}",0101000020E61000004D1421753B1251C076DF313CF67343C0,Point,"[-68.284879, -38.905952]","-68.284879, -38.905952","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.905952, 'lon': -68.284879, 'municipio_id': '580070', 'municipio_nombre': 'Plottier', 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.905952,-68.284879,580070.0,Plottier,58.0,Neuquén
76441,76441,CAP.Ch.G-171,157549,DIADEMA,DIA,COMPAÑÍAS ASOCIADAS PETROLERAS S.A.,DIADEMA,DIA,comodoro rivadavia,GOLFO SAN JORGE,Chubut,345.26,1045.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Cavidad Progresiva,Extracción Efectiva,2017-01-02,2017-01-09,2017-01-11,2017-01-14,"{'type': 'Point', 'coordinates': [-67.77252569, -45.7571596]}",0101000020E6100000AB77970F71F150C01DED139BEAE046C0,Point,"[-67.77252569, -45.7571596]","-67.77252569, -45.7571596","{'departamento_id': '26021', 'departamento_nombre': 'Escalante', 'lat': -45.7571596, 'lon': -67.77252569, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '26', 'provincia_nombre': 'Chubut'}",26021.0,Escalante,-45.7571596,-67.77252569,,,26.0,Chubut
76462,76462,Pi.Nq.BBG-39ST,157570,AL NORTE DE LA DORSAL,NDD,YPF S.A.,BAJO BARDA GONZALEZ,BBGO,vaca muerta,NEUQUINA,Neuquén,624.9,1750.0,EXPLOTACION,AVANZADA,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.08331422, -38.83009545]}",0101000020E6100000468C2A05554551C07A275591406A43C0,Point,"[-69.08331422, -38.83009545]","-69.08331422, -38.83009545","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.83009545, 'lon': -69.08331422, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.83009545,-69.08331422,,,58.0,Neuquén
76479,76479,APA.Nq.BG-1064,157587,AL NORTE DE LA DORSAL,NDD,YPF S.A.,BARDA GONZALEZ,BGO,mulichinco,NEUQUINA,Neuquén,582.0,1170.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2010-02-17,2010-02-26,2010-02-27,2010-02-28,"{'type': 'Point', 'coordinates': [-69.13217038, -38.84179796]}",0101000020E610000065E6C07A754851C00F051A09C06B43C0,Point,"[-69.13217038, -38.84179796]","-69.13217038, -38.84179796","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.84179796, 'lon': -69.13217038, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.84179796,-69.13217038,,,58.0,Neuquén
76481,76481,Cha.Nq.Gu-1067,157589,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lajas,NEUQUINA,Neuquén,603.9,1822.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Extracción Efectiva,1910-01-01,1910-01-02,1910-01-03,1910-01-04,"{'type': 'Point', 'coordinates': [-69.23706403, -38.86049274]}",0101000020E61000001CFA9B0E2C4F51C06A5F48A0246E43C0,Point,"[-69.23706403, -38.86049274]","-69.23706403, -38.86049274","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86049274, 'lon': -69.23706403, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86049274,-69.23706403,,,58.0,Neuquén
76484,76484,Pi.Nq.Gu-1102,157592,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lajas,NEUQUINA,Neuquén,615.8,1600.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Bombeo Mecánico,Extracción Efectiva,2005-01-20,2005-02-04,2005-02-05,2005-02-15,"{'type': 'Point', 'coordinates': [-69.25492894, -38.86589724]}",0101000020E6100000A70679C1505051C093BF83B8D56E43C0,Point,"[-69.25492894, -38.86589724]","-69.25492894, -38.86589724","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86589724, 'lon': -69.25492894, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86589724,-69.25492894,,,58.0,Neuquén
76489,76489,Apa.Nq.Gu-1155,157597,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,quintuco,NEUQUINA,Neuquén,613.06,1650.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Plunger Lift,Parado Transitoriamente,2007-09-14,2007-09-30,2007-10-01,2007-10-02,"{'type': 'Point', 'coordinates': [-69.23902207, -38.87288471]}",0101000020E6100000066B39234C4F51C07150A9AFBA6F43C0,Point,"[-69.23902207, -38.87288471]","-69.23902207, -38.87288471","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.87288471, 'lon': -69.23902207, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.87288471,-69.23902207,,,58.0,Neuquén
76490,76490,Apa.Nq.Gu-1157,157598,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,lajas,NEUQUINA,Neuquén,620.98,1650.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Gasífero,Bombeo Mecánico,Extracción Efectiva,2007-10-01,2007-10-18,2007-10-19,2007-10-20,"{'type': 'Point', 'coordinates': [-69.24466361, -38.86865652]}",0101000020E61000002ADE8E91A84F51C0B86D0823306F43C0,Point,"[-69.24466361, -38.86865652]","-69.24466361, -38.86865652","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86865652, 'lon': -69.24466361, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86865652,-69.24466361,,,58.0,Neuquén
76491,76491,APA.Nq.Gu-1160,157599,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,basamento,NEUQUINA,Neuquén,609.87,2955.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,no,Gasífero,Surgencia Natural,Extracción Efectiva,2010-02-28,2010-04-06,2010-04-07,2010-04-08,"{'type': 'Point', 'coordinates': [-69.22776903, -38.86394352]}",0101000020E610000011B98DC4934E51C0DDFE85B3956E43C0,Point,"[-69.22776903, -38.86394352]","-69.22776903, -38.86394352","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86394352, 'lon': -69.22776903, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86394352,-69.22776903,,,58.0,Neuquén
76492,76492,Apa.Nq.Gu-1165,157600,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,basamento,NEUQUINA,Neuquén,616.85,2653.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,no,Gasífero,Surgencia Natural,Extracción Efectiva,2008-07-05,2008-08-11,2008-08-12,2008-08-13,"{'type': 'Point', 'coordinates': [-69.24071207, -38.86561366]}",0101000020E6100000C21999D3674F51C0DF55AC6DCC6E43C0,Point,"[-69.24071207, -38.86561366]","-69.24071207, -38.86561366","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86561366, 'lon': -69.24071207, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86561366,-69.24071207,,,58.0,Neuquén
76493,76493,Apa.Nq.Gu-1169,157601,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,quintuco,NEUQUINA,Neuquén,608.93,1600.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Bombeo Mecánico,Extracción Efectiva,2008-02-23,2008-03-05,2008-03-06,2008-03-07,"{'type': 'Point', 'coordinates': [-69.23576737, -38.86759171]}",0101000020E61000004BE705D0164F51C0885DC23E0D6F43C0,Point,"[-69.23576737, -38.86759171]","-69.23576737, -38.86759171","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86759171, 'lon': -69.23576737, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86759171,-69.23576737,,,58.0,Neuquén
76494,76494,Apa.Nq.Gu-1176,157602,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,basamento,NEUQUINA,Neuquén,619.04,2592.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,no,Gasífero,Surgencia Natural,Extracción Efectiva,2008-11-15,2008-12-18,2008-12-19,2008-12-20,"{'type': 'Point', 'coordinates': [-69.24999839, -38.86503323]}",0101000020E610000092463FF9FF4F51C0D166AC68B96E43C0,Point,"[-69.24999839, -38.86503323]","-69.24999839, -38.86503323","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.86503323, 'lon': -69.24999839, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.86503323,-69.24999839,,,58.0,Neuquén
76496,76496,Apa.Nq.Gu-1189,157604,AL NORTE DE LA DORSAL,NDD,YPF S.A.,GUANACO,GUA,basamento,NEUQUINA,Neuquén,621.33,2647.0,EXPLOTACION,DESARROLLO,NO CONVENCIONAL,TIGHT,no,Gasífero,Surgencia Natural,Extracción Efectiva,2009-03-12,2009-04-10,2009-04-11,2009-04-12,"{'type': 'Point', 'coordinates': [-69.24158493, -38.87141855]}",0101000020E61000009D63A320764F51C05AB09EA48A6F43C0,Point,"[-69.24158493, -38.87141855]","-69.24158493, -38.87141855","{'departamento_id': '58035', 'departamento_nombre': 'Confluencia', 'lat': -38.87141855, 'lon': -69.24158493, 'municipio_id': None, 'municipio_nombre': None, 'provincia_id': '58', 'provincia_nombre': 'Neuquén'}",58035.0,Confluencia,-38.87141855,-69.24158493,,,58.0,Neuquén
